norad,R2_sma,R2_sma_diff,R2_moyen,n_sauts,saut_median_bruit,amplitude_bruit,R2_manoeuvre,n_evalues
43883,0.9995520405701517,0.6744730778081293,0.8370125591891404,1,1143.5269514590805,1143.5269514590805,,
54387,0.9983912152315289,0.6751324273538413,0.8367618212926851,1,893.1294590794063,893.1294590794063,,
27218,0.9988347740288059,0.6740420524521462,0.8364384132404761,1,482.0767787421472,482.0767787421472,,
46118,0.8885800762047946,0.7840808947315925,0.8363304854681936,1,1529.0792136374357,1529.0792136374357,,
47664,0.8941008620563635,0.7784266837156422,0.8362637728860028,1,1342.4315547319623,1342.4315547319623,,
64033,0.9399263731176442,0.7325790232466002,0.8362526981821221,3,3097.838968205027,4529.767333977871,-1.9936614036560059,3.0
43785,0.9988577519552937,0.6725863195183159,0.8357220357368048,1,705.1929720099315,705.1929720099315,,
45536,0.8894448614798386,0.7812710797007836,0.8353579705903111,4,485.5806728429152,1596.1608556871702,-12.420487403869629,4.0
67108,0.9931318324815155,0.6774391358087155,0.8352854841451155,3,684.5920194062863,687.6611230426352,0.8778119087219238,3.0
34789,0.9977759292089255,0.6727493891122067,0.8352626591605661,4,283.8733471249495,601.4189295230784,0.684540867805481,4.0
41731,0.9968616211579496,0.6728133045203561,0.8348374628391528,9,272.4971108997982,3769.624101180778,0.046634554862976074,4.0
34330,0.9991546990561727,0.6700317653021438,0.8345932321791583,2,772.4889629311772,1308.2824873378202,,
63097,0.8930077758601827,0.7757368527161383,0.8343723142881605,3,2497.3608551944412,3803.19845031461,-67.54448699951172,3.0
64793,0.9494376993751876,0.7187870864319905,0.8341123929035891,3,1273.4955019574845,2037.9431158831112,0.6061925888061523,3.0
56984,0.9994586928688092,0.6684184178190185,0.8339385553439138,1,697.7843254357492,697.7843254357492,,
52575,0.956144468186983,0.7111591193855931,0.833651793786288,3,702.618190288854,2089.22415101444,0.5042808651924133,3.0
54495,0.9986404091545784,0.6682169896138181,0.8334286993841983,2,587.45359134585,902.82490442212,,
67716,0.9960528903991691,0.6695346531035493,0.8327937717513592,2,1041.9426712626193,1458.7445426646455,,
66003,0.9937452940070425,0.6715955980317915,0.832670446019417,6,607743859.2910767,510202825069.4275,-331495.53125,4.0
67663,0.9972863146340744,0.6679277071237171,0.8326070108788957,2,1200.3736880584922,1593.310845998904,,
67884,0.9968536013634123,0.6676709583491967,0.8322622798563044,2,458.21209290714705,584.9916162861043,,
54365,0.9990190176817839,0.6652155433507272,0.8321172805162556,2,355.3607136282737,512.9233354051069,,
67600,0.9959406264774264,0.668099631921636,0.8320201291995313,2,1104.7483657013047,1509.986715312174,,
60938,0.9852810639805237,0.6784660619988045,0.8318735629896641,6,260.29536767776307,769.7820490835859,0.5079746246337891,4.0
66425,0.99308314581878,0.6705790504066953,0.8318310981127377,3,962.4906994419352,1397.6538595747757,-3.5468170642852783,3.0
48141,0.9196690532524018,0.7439032811674473,0.8317861672099245,3,1058.9553030329512,1113.295985394196,-15.901654243469238,3.0
53895,0.9262315423370707,0.7364294720845183,0.8313305072107945,1,2162.3789698187497,2162.3789698187497,,
47374,0.9241064456132976,0.7384437664679366,0.8312751060406172,1,1463.3098163729724,1463.3098163729724,,
63871,0.9647276173332299,0.6977963864637147,0.8312620018984722,3,4667.615181780581,6425.977047141093,-696.2776489257812,3.0
66573,0.9576823797378424,0.7038902528483651,0.8307863162931037,2,1711.3865500352003,1755.268978648857,,
66954,0.9638122761178796,0.6975801764698037,0.8306962262938417,5,348217785.35842896,2757483720779.419,-3.3077611923217773,4.0
48041,0.9985678896125175,0.6620009093496201,0.8302843994810688,1,1242.4755009113678,1242.4755009113678,,
